=== Meter1 started at 2025-10-31 22:44:51 ===

D:\minor\minor-project\meters\meter_sim.py:88: DeprecationWarning: Callback API version 1 is deprecated, update to latest version
  self.client = mqtt.Client(client_id=f"meter_{meter_id}")
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Starting residential meter simulation
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Published reading 335: 344.59W
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Published reading 336: 401.58W
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 337
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 338
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 339
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 340
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 341
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 342
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 343
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Published reading 344: 529.09W
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 345
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Published reading 346: 457.77W
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 347
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 348
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 349
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 350
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 351
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 352
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Anomaly: low_voltage anomaly detected
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 353
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 354
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 355
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Published reading 356: 477.15W
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 357
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 358
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 359
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Failed to publish reading 360
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Disconnected from MQTT broker: 7
[0x7e994d1943D223587E713ecBabf9ca1a79cf251b] Connected to MQTT broker
